ID_Post	Headline	Body	Status	ArgumentsUsed	Discriminating	Inappropriate	OffTopic	PersonalStories	PossiblyFeedback	SentimentNegative	SentimentNeutral	SentimentPositive	HeadBody	new_labels
452522	"...sagte er dem US-Magazin ""Playboy"""	Das nenne ich einmal eine Recherchequelle...	online								SentimentNeutral		"...sagte er dem US-Magazin ""Playboy"" Das nenne ich einmal eine Recherchequelle..."	online        SentimentNeutral 
454675	Nur wenn der Zoo	Abgesiedelt werden würde,  wäre ich dagegen. Warum soll man das Funkhaus außer als Museum  erhalten.....	online	ArgumentsUsed							SentimentNeutral		Nur wenn der Zoo Abgesiedelt werden würde,  wäre ich dagegen. Warum soll man das Funkhaus außer als Museum  erhalten.....	online ArgumentsUsed       SentimentNeutral 
124556		"Wir müssen die Überhöhung der Geschlechter zurückschrauben. Das Geschlecht darf, außer bei sexueller Interaktion keine Rolle mehr spielen, wer was ist.
Was passiert, hat uns die Abstammung per Geburt im 17.Jhd, später um 1940  die Herrenrasse und Umerziehung von Linkshändern und die Hexenverbrennung gezeigt. Heute habe wir die Teilung durch Genderismus.
Und in naher Zukunft wird jeder sich fragen, wie konnte man Geschlecht nur diesen extrem hohen Stellenwert geben?
https://astrogk04.wordpress.com/2014/09/26/soziale-evolution-der-menschheit/"	online				OffTopic				SentimentNeutral		" Wir müssen die Überhöhung der Geschlechter zurückschrauben. Das Geschlecht darf, außer bei sexueller Interaktion keine Rolle mehr spielen, wer was ist.
Was passiert, hat uns die Abstammung per Geburt im 17.Jhd, später um 1940  die Herrenrasse und Umerziehung von Linkshändern und die Hexenverbrennung gezeigt. Heute habe wir die Teilung durch Genderismus.
Und in naher Zukunft wird jeder sich fragen, wie konnte man Geschlecht nur diesen extrem hohen Stellenwert geben?
https://astrogk04.wordpress.com/2014/09/26/soziale-evolution-der-menschheit/"	online    OffTopic    SentimentNeutral 
124570		"Es ist blanker Populismus wenn gesagt wird ""Frauen verdienen 23% weniger"". In Wahrheit verdienen Frauen gleich viel wie Männer für den gleichen Job. Wie es wirklich heißen sollte ist: ""Frauen arbeiten weniger als Männer, bevorzugen aus eigenem Wunsch heraus Jobs (wie Geisteswissenschaften), die schlechter bezahlt sind und müssen aus biologischer Umabänderlichkeit die ersten Jahre die Kindesbetreuung übernehmen"".

Solange der Feminismus diese billige FPÖ-Argumentationskultur verwendet, muss ich allein deshalb schon annehmen, dass Gleichberechtigung erreicht wurde und der eingetretene Populismus nur noch dem Machterhalt dient."	deleted	ArgumentsUsed	Discriminating					SentimentNegative			" Es ist blanker Populismus wenn gesagt wird ""Frauen verdienen 23% weniger"". In Wahrheit verdienen Frauen gleich viel wie Männer für den gleichen Job. Wie es wirklich heißen sollte ist: ""Frauen arbeiten weniger als Männer, bevorzugen aus eigenem Wunsch heraus Jobs (wie Geisteswissenschaften), die schlechter bezahlt sind und müssen aus biologischer Umabänderlichkeit die ersten Jahre die Kindesbetreuung übernehmen"".

Solange der Feminismus diese billige FPÖ-Argumentationskultur verwendet, muss ich allein deshalb schon annehmen, dass Gleichberechtigung erreicht wurde und der eingetretene Populismus nur noch dem Machterhalt dient."	deleted ArgumentsUsed Discriminating     SentimentNegative  
124586		"In meinen Augen sind Gender Studies trotz der Einwände grundsätzlich ein sehr interessantes, lohnendes Forschungsfeld – 

sie müssten allerdings erstens tatsächlich offene Fragen stellen und nicht alle Antworten immer schon kennen, 

sie müssten zweitens gegenüber anderen Wissenschaften, und der Überprüfung durch sie, offen sein, 

und sie müssten drittens ihre erheblichen, aber kaum einmal thematisierten Ressentiments gegenüber Männern und Jungen ablegen.

(c)by Lucas Schoppe"	online								SentimentNeutral		" In meinen Augen sind Gender Studies trotz der Einwände grundsätzlich ein sehr interessantes, lohnendes Forschungsfeld – 

sie müssten allerdings erstens tatsächlich offene Fragen stellen und nicht alle Antworten immer schon kennen, 

sie müssten zweitens gegenüber anderen Wissenschaften, und der Überprüfung durch sie, offen sein, 

und sie müssten drittens ihre erheblichen, aber kaum einmal thematisierten Ressentiments gegenüber Männern und Jungen ablegen.

(c)by Lucas Schoppe"	online        SentimentNeutral 
124585		... die Statistik bezog sich auf Aktive!	online								SentimentNeutral		 ... die Statistik bezog sich auf Aktive!	online        SentimentNeutral 
124584	Aber wenigstens sind dann Kinder da und das nicht prefessionalisierte soziale Netz könnte greifen	ich hoffe, sie haben den konjunktiv bewußt gewählt	online								SentimentNeutral		Aber wenigstens sind dann Kinder da und das nicht prefessionalisierte soziale Netz könnte greifen ich hoffe, sie haben den konjunktiv bewußt gewählt	online        SentimentNeutral 
459798		"du willst ein volksabstimmung darüber abhalten, ob der mehrheitsfördernde faktor 1, 0,5 oder 0 ist? *lol*
90% der bevölkerung wissen von diesen dingen gar nichts..."	online	ArgumentsUsed							SentimentNeutral		" du willst ein volksabstimmung darüber abhalten, ob der mehrheitsfördernde faktor 1, 0,5 oder 0 ist? *lol*
90% der bevölkerung wissen von diesen dingen gar nichts..."	online ArgumentsUsed       SentimentNeutral 
124583	was ist, wenn Sprache ein wichtiges Werkzeug für Gleichberechtigung wäre?	das wär traurig, wenn so was nebensächliches das wichtigste für die Gleichberechtigung wär	online			Inappropriate				SentimentNegative			was ist, wenn Sprache ein wichtiges Werkzeug für Gleichberechtigung wäre? das wär traurig, wenn so was nebensächliches das wichtigste für die Gleichberechtigung wär	online   Inappropriate    SentimentNegative  
124582		"""Solidarisierung - aba nur solang du ne Vagina hast.""
Das ist Feminismus heute."	deleted		Discriminating						SentimentNeutral		" ""Solidarisierung - aba nur solang du ne Vagina hast.""
Das ist Feminismus heute."	deleted  Discriminating      SentimentNeutral 
124581		"Weil der Feminismus aus 3-4% Frauen besteht und die meinen eben, dass ALLE Frauen unzufrieden sind.

Wenn man eben von sich selbst auf andere schließt."	online				OffTopic				SentimentNeutral		" Weil der Feminismus aus 3-4% Frauen besteht und die meinen eben, dass ALLE Frauen unzufrieden sind.

Wenn man eben von sich selbst auf andere schließt."	online    OffTopic    SentimentNeutral 
124580		Feminismus im Standard geht nur in einen Richtung... Alles andere wird gelöscht.	deleted								SentimentNeutral		 Feminismus im Standard geht nur in einen Richtung... Alles andere wird gelöscht.	deleted        SentimentNeutral 
459616	Kampf gegen kurdische PKK Terroristen! Es gehen keine kurden oder Türken aufeinander Los!	Eben genau das will die Türkei, einen Bürgerkrieg! Die provozieren seit Jahrzehnten aber die haben kein Erfolg!	deleted	ArgumentsUsed							SentimentNeutral		Kampf gegen kurdische PKK Terroristen! Es gehen keine kurden oder Türken aufeinander Los! Eben genau das will die Türkei, einen Bürgerkrieg! Die provozieren seit Jahrzehnten aber die haben kein Erfolg!	deleted ArgumentsUsed       SentimentNeutral 
8213		So seh ich das auch!	deleted								SentimentNeutral		 So seh ich das auch!	deleted        SentimentNeutral 
124579		"Naja, ""gleich"".

Der 60jährige Beamte arbeitet eben noch, die 60jährige Beamtin ist seit Jahren in Pension.

Allein daraus ergibt sich schon ein Paygap."	online	ArgumentsUsed							SentimentNeutral		" Naja, ""gleich"".

Der 60jährige Beamte arbeitet eben noch, die 60jährige Beamtin ist seit Jahren in Pension.

Allein daraus ergibt sich schon ein Paygap."	online ArgumentsUsed       SentimentNeutral 
124578	"""Zeiten gesetzlicher Gleichstellung völlig autonom und autark für ein Lebensmodell entscheiden. Anderes formuliert: selber schuld also. Wenn das tatsächlich so wäre, müsste nur noch das Rätsel gelöst werden, warum sich dann diese ""frei gewählten""..."""	"Nein, man kann sich nicht aktiv für ein Lebensmodell entscheiden. Das Leben schreibt dein Lebensmodell. Alles andere ist Blabla von Kontrollfreaks, die dann wie hier grade weinen, wenns doch merken, dass das Leben sich selbst schreibt.

Achja, und das ist ->mal wieder<- kein Frauenproblem, sondern ein allgemeines Problem. Denn Identitätsfindung ist nicht Genderabhängig."	online	ArgumentsUsed							SentimentNeutral		"""Zeiten gesetzlicher Gleichstellung völlig autonom und autark für ein Lebensmodell entscheiden. Anderes formuliert: selber schuld also. Wenn das tatsächlich so wäre, müsste nur noch das Rätsel gelöst werden, warum sich dann diese ""frei gewählten""..."" Nein, man kann sich nicht aktiv für ein Lebensmodell entscheiden. Das Leben schreibt dein Lebensmodell. Alles andere ist Blabla von Kontrollfreaks, die dann wie hier grade weinen, wenns doch merken, dass das Leben sich selbst schreibt.

Achja, und das ist ->mal wieder<- kein Frauenproblem, sondern ein allgemeines Problem. Denn Identitätsfindung ist nicht Genderabhängig."	online ArgumentsUsed       SentimentNeutral 
124577	Umberto Eco hat den political correctness-Unsinn auf den Punkt gebracht:	"Er schrieb sinngemäß: Die politische Korrektheit ist dazu da, das zugrunde liegende ungelöste Problem sprachlich zu kaschieren.

vgl. 
http://diepresse.com/home/meinung/gastkommentar/4778732/Das-erbarmungslose-Diktat-der-politisch-ach-so-Korrekten"	online	ArgumentsUsed							SentimentNeutral		"Umberto Eco hat den political correctness-Unsinn auf den Punkt gebracht: Er schrieb sinngemäß: Die politische Korrektheit ist dazu da, das zugrunde liegende ungelöste Problem sprachlich zu kaschieren.

vgl. 
http://diepresse.com/home/meinung/gastkommentar/4778732/Das-erbarmungslose-Diktat-der-politisch-ach-so-Korrekten"	online ArgumentsUsed       SentimentNeutral 
458149	Hier soll	"mit der Holzhammermethode durch die ""richtige"" Wortwahl auch die ""richtige"" Gesinnung erzeugt werden.

Meines Erachtens hatten wir das in unserem vor ca. 80 Jahren. Der allseits bekannte Ausspruch von Ignazio Silone dürfte also Realität geworden sein."	online	ArgumentsUsed						SentimentNegative			"Hier soll mit der Holzhammermethode durch die ""richtige"" Wortwahl auch die ""richtige"" Gesinnung erzeugt werden.

Meines Erachtens hatten wir das in unserem vor ca. 80 Jahren. Der allseits bekannte Ausspruch von Ignazio Silone dürfte also Realität geworden sein."	online ArgumentsUsed      SentimentNegative  
124576		"Wenn der ""Frauen verdienen weniger""-Artikel schon kritisiert wird, dann bitte auf die wichtigen Punkte achten. 
In dem Artikel heißt es, dass Frauen 23% weniger verdienen als Männer. WIE man zu diesen Zahlen gekommen ist, darauf wird nicht näher eingegangen. 

Hier werden nämlich die Gehälter ALLER vollzeitangestellten Frauen mit den Gehältern ALLER vollzeitangestellten Männer verglichen - OHNE Unterscheidung der Tätigkeitsbereiche. 
Konkret bedeutet das, dass ignoriert wird dass Frauen eher dazu neigen, in schlechter bezahlten Berufen (z.B. soziale Branche) zu arbeiten als Männer. 

Dass der IT-Experte mehr verdient, als die Volksschullehrerin wundert nun wirklich keinen. In der Statistik wird das allerdings bewusst komplett ignoriert."	online	ArgumentsUsed							SentimentNeutral		" Wenn der ""Frauen verdienen weniger""-Artikel schon kritisiert wird, dann bitte auf die wichtigen Punkte achten. 
In dem Artikel heißt es, dass Frauen 23% weniger verdienen als Männer. WIE man zu diesen Zahlen gekommen ist, darauf wird nicht näher eingegangen. 

Hier werden nämlich die Gehälter ALLER vollzeitangestellten Frauen mit den Gehältern ALLER vollzeitangestellten Männer verglichen - OHNE Unterscheidung der Tätigkeitsbereiche. 
Konkret bedeutet das, dass ignoriert wird dass Frauen eher dazu neigen, in schlechter bezahlten Berufen (z.B. soziale Branche) zu arbeiten als Männer. 

Dass der IT-Experte mehr verdient, als die Volksschullehrerin wundert nun wirklich keinen. In der Statistik wird das allerdings bewusst komplett ignoriert."	online ArgumentsUsed       SentimentNeutral 
456992		"Madainn unter meinen posts findest du eine Botschaft für dich^^
Schreib mir bitte welche du magst^^"	online								SentimentNeutral		" Madainn unter meinen posts findest du eine Botschaft für dich^^
Schreib mir bitte welche du magst^^"	online        SentimentNeutral 
456991		ja, weil du brav ausgetrunken hast!	online								SentimentNeutral		 ja, weil du brav ausgetrunken hast!	online        SentimentNeutral 
124575		"Ich bleibe dabei - der jetztige Feminismus hat seine Verdienste gehabt - ist wohl kaum zu bestreiten. Das Problem dabei - diese Art von beauvoir'schem Feminismus hat sich nicht mehr weiterentwickelt und ""husst"" noch immer die alten Parolen (die vielfach bereits verwirklicht bzw. umgesetzt sind). Und das ist abgedroschen.
Der neue Feminismus wird vielmehr von Frauen wir Birgit Kelle respräsentiert, die auf den beauvoir'schen Feminismus aufsetzen und die Wahlfreiheit propagieren und nicht mehr nur die Parole ""Frauen um jeden Preis nach vorne"" und ""Tod allen Männern"" skanieren. DAS hat (jetzt) Zukunft - alles andere hat sich überlebt."	online								SentimentNeutral		" Ich bleibe dabei - der jetztige Feminismus hat seine Verdienste gehabt - ist wohl kaum zu bestreiten. Das Problem dabei - diese Art von beauvoir'schem Feminismus hat sich nicht mehr weiterentwickelt und ""husst"" noch immer die alten Parolen (die vielfach bereits verwirklicht bzw. umgesetzt sind). Und das ist abgedroschen.
Der neue Feminismus wird vielmehr von Frauen wir Birgit Kelle respräsentiert, die auf den beauvoir'schen Feminismus aufsetzen und die Wahlfreiheit propagieren und nicht mehr nur die Parole ""Frauen um jeden Preis nach vorne"" und ""Tod allen Männern"" skanieren. DAS hat (jetzt) Zukunft - alles andere hat sich überlebt."	online        SentimentNeutral 
124574	"""Errechneter"" Genderpaygap auch bei Beamten????"	Beamte werden vom Geschlecht unabhängig komplett gleich bezahlt und doch findet sich hier ein Paygap. Ich will nicht behaupten das es keinen gäbe, aber ich bin mir sicher, dass hier mathematisch nachgeholfen wurde ...	online	ArgumentsUsed	Discriminating					SentimentNegative			"""Errechneter"" Genderpaygap auch bei Beamten???? Beamte werden vom Geschlecht unabhängig komplett gleich bezahlt und doch findet sich hier ein Paygap. Ich will nicht behaupten das es keinen gäbe, aber ich bin mir sicher, dass hier mathematisch nachgeholfen wurde ..."	online ArgumentsUsed Discriminating     SentimentNegative  
456988		bitte beschwerde suchen und fallsd sie findest ans salzamt schicken, dann spar ich mir arbeit...	online								SentimentNeutral		 bitte beschwerde suchen und fallsd sie findest ans salzamt schicken, dann spar ich mir arbeit...	online        SentimentNeutral 
456982		"Im Ernst?

Mein Mitgefühl"	online									SentimentPositive	" Im Ernst?

Mein Mitgefühl"	online         SentimentPositive
124573		"ein theoretisches Gedankenspiel: der Feminismus erreicht sein Ziel und gibt offiziell die erreichte Gleichberechtigung bekannt.

Aber was tut dann mit den ganzen Frauenbeauftragten? Die vielen Studien zu dem Thema wären alle nicht mehr notwendig. In der Bundesregierung könnte ein Ministerposten eingespart werden. Die Quotenregelungen würden fallen und Frauen müssten sich wie die Männer anstrengen um einen Führungsposten zu bekommen. Auf den Feminismus spezialisierte Zeitungen würden ihre Existenzberechtigung verlieren usw.

Der Feminismus selbst muss dafür sorgen, dass er sein Ziel nie erreicht. Und deswegen wird man Feministinnen nie zufrieden stellen können."	deleted	ArgumentsUsed							SentimentNeutral		" ein theoretisches Gedankenspiel: der Feminismus erreicht sein Ziel und gibt offiziell die erreichte Gleichberechtigung bekannt.

Aber was tut dann mit den ganzen Frauenbeauftragten? Die vielen Studien zu dem Thema wären alle nicht mehr notwendig. In der Bundesregierung könnte ein Ministerposten eingespart werden. Die Quotenregelungen würden fallen und Frauen müssten sich wie die Männer anstrengen um einen Führungsposten zu bekommen. Auf den Feminismus spezialisierte Zeitungen würden ihre Existenzberechtigung verlieren usw.

Der Feminismus selbst muss dafür sorgen, dass er sein Ziel nie erreicht. Und deswegen wird man Feministinnen nie zufrieden stellen können."	deleted ArgumentsUsed       SentimentNeutral 
124572	...	"Urlaubsbedingte Schmökerei in der Zeitschrift Trend samt Beilage ""Top 500 Unternehmen in Österreich"" und Interviews mit den dermaßen ""gekrönten"" Topmanagern in hiesigen Gefilden haben es einmal mehr bewiesen. Eine einzige Frau (namentlich Martha Oberndorfer, neue Chefin der ÖBIB) fand Erwähnung, ansonsten ausschließlich Männer. Zufall oder ?"	online				OffTopic			SentimentNegative			"... Urlaubsbedingte Schmökerei in der Zeitschrift Trend samt Beilage ""Top 500 Unternehmen in Österreich"" und Interviews mit den dermaßen ""gekrönten"" Topmanagern in hiesigen Gefilden haben es einmal mehr bewiesen. Eine einzige Frau (namentlich Martha Oberndorfer, neue Chefin der ÖBIB) fand Erwähnung, ansonsten ausschließlich Männer. Zufall oder ?"	online    OffTopic   SentimentNegative  
455968		Informationen zum Micropaymentsystem gibts auch noch keine?	online	ArgumentsUsed							SentimentNeutral		 Informationen zum Micropaymentsystem gibts auch noch keine?	online ArgumentsUsed       SentimentNeutral 
124571	Man stelle sich vor,	Genetiker würden noch ein paar weitere Geschlechter entwickeln, sagen wir sieben, die alle zusammenfinden müssten, um Nachwuchs zu zeugen, und so der Überbevölkerung entgegenwirken. Jedes Buch, jede Zeitung hätte tausende Seiten wegen des sprachlichen Respektes vor den Geschlechtern. Ein großartiges Geschäft für Papierindustrie und Verlage. Die Reden im Parlament wären allerdings unerträglich lange.	online	ArgumentsUsed						SentimentNegative			Man stelle sich vor, Genetiker würden noch ein paar weitere Geschlechter entwickeln, sagen wir sieben, die alle zusammenfinden müssten, um Nachwuchs zu zeugen, und so der Überbevölkerung entgegenwirken. Jedes Buch, jede Zeitung hätte tausende Seiten wegen des sprachlichen Respektes vor den Geschlechtern. Ein großartiges Geschäft für Papierindustrie und Verlage. Die Reden im Parlament wären allerdings unerträglich lange.	online ArgumentsUsed      SentimentNegative  
124557		"Ich habe jetzt verzweifelt versucht einen Inhalt in dem Artikel zu finden, aber vor lauter Raunzerei habe ich nichts gefunden.

""Do you want some cheese with that whine?"""	online	ArgumentsUsed							SentimentNeutral		" Ich habe jetzt verzweifelt versucht einen Inhalt in dem Artikel zu finden, aber vor lauter Raunzerei habe ich nichts gefunden.

""Do you want some cheese with that whine?"""	online ArgumentsUsed       SentimentNeutral 
432269		naja, die frage ist halt wie sich das langfristig aufs merchendising auswirkt.	online	ArgumentsUsed							SentimentNeutral		 naja, die frage ist halt wie sich das langfristig aufs merchendising auswirkt.	online ArgumentsUsed       SentimentNeutral 
124504		aber nicht die selben pflichten	online								SentimentNeutral		 aber nicht die selben pflichten	online        SentimentNeutral 
124530		"Frage: 
Gibt es Menschen, die vom Feminismus-Kampfschreiben leben?
Wie ist das umgekehrt?
Warum ist das so?
Wie ist denn da die Einkommensverteilung."	deleted				OffTopic				SentimentNeutral		" Frage: 
Gibt es Menschen, die vom Feminismus-Kampfschreiben leben?
Wie ist das umgekehrt?
Warum ist das so?
Wie ist denn da die Einkommensverteilung."	deleted    OffTopic    SentimentNeutral 
124528		"Aehhh entdecken sie den Denkfehler oder muss man sie auf den hinweisen?

Es ist ja nicht so das der job schlechter bezahlt wird weil ihn frauen machen. Sinder frauen machen einfach berufe eher die schelchter bezahlt werden. Warum weiss ich nicht das mussens schon die haarpflegerin fragen."	online		Discriminating					SentimentNegative			" Aehhh entdecken sie den Denkfehler oder muss man sie auf den hinweisen?

Es ist ja nicht so das der job schlechter bezahlt wird weil ihn frauen machen. Sinder frauen machen einfach berufe eher die schelchter bezahlt werden. Warum weiss ich nicht das mussens schon die haarpflegerin fragen."	online  Discriminating     SentimentNegative  
124527	Wir sind alle gleich!	"Deshalb bin ich auch für ein wenig Solidarität - sprich, von selbst wollt ihr ja auch keine Verantwortung übernehmen, deshalb müssen Quoten her.
Mädels zum Bundesheer, Frauenquote am Bau, Pensionsantritt anpassen, Männerquote an der Uni und auch bei den Maturaabschlüssen. Weiters sollten Frauen auch keine Möglichkeit mehr haben Teilzeit zu arbeiten, wenn der Mann 40h hakeln muss und somit den Großteil der Kohle reinbringt. Weil hey, keine Frau des 21jhd ist gern Hausfrau, stimmt's? Unterdrückung! 

Ja, wir sind alle gleich!
Ich fange jetzt auch nicht an von Frauen in anderen Kulturkreisen zu reden, welche ernsthaft Hilfe benötigen, aber über die ihr hier ja kein Wort schreibt. Das Binnen-I ist wohl vieeeeel wichtiger. tbc"	online				OffTopic				SentimentNeutral		"Wir sind alle gleich! Deshalb bin ich auch für ein wenig Solidarität - sprich, von selbst wollt ihr ja auch keine Verantwortung übernehmen, deshalb müssen Quoten her.
Mädels zum Bundesheer, Frauenquote am Bau, Pensionsantritt anpassen, Männerquote an der Uni und auch bei den Maturaabschlüssen. Weiters sollten Frauen auch keine Möglichkeit mehr haben Teilzeit zu arbeiten, wenn der Mann 40h hakeln muss und somit den Großteil der Kohle reinbringt. Weil hey, keine Frau des 21jhd ist gern Hausfrau, stimmt's? Unterdrückung! 

Ja, wir sind alle gleich!
Ich fange jetzt auch nicht an von Frauen in anderen Kulturkreisen zu reden, welche ernsthaft Hilfe benötigen, aber über die ihr hier ja kein Wort schreibt. Das Binnen-I ist wohl vieeeeel wichtiger. tbc"	online    OffTopic    SentimentNeutral 
124526		"wie wärs stattdessen mit den khasi aus meghalaya?

https://de.wikipedia.org/wiki/Khasi_(Ethnie)

""Das von einem Mann vor seiner Heirat erarbeitete Vermögen gehörte seiner Mutter, das nach der Heirat Erarbeitete seiner Ehefrau."""	online	ArgumentsUsed							SentimentNeutral		" wie wärs stattdessen mit den khasi aus meghalaya?

https://de.wikipedia.org/wiki/Khasi_(Ethnie)

""Das von einem Mann vor seiner Heirat erarbeitete Vermögen gehörte seiner Mutter, das nach der Heirat Erarbeitete seiner Ehefrau."""	online ArgumentsUsed       SentimentNeutral 
124525	Realitätsverlust?	"Ja, ich versteh schon, dass unsachliche Argumente nerven, aber dieses ""Jetzt ist aber dann wirklich mal genug."" ist auch nicht besonders diskussionsfördernd.
Die zitierte OECD-Studie hat u.a ergeben, dass ""die Lebenszufriedenheit von Männern und Frauen in Österreich … im internationalen Vergleich hoch"" ist, ""Frauen sind ein wenig zufriedener als Männer."" Das nur am Rande, aber ich will es nicht unbeachtet lassen.
Wikipedia sagt: Gender Mainstreaming unterscheidet sich von expliziter Frauenpolitik dadurch, dass beide Geschlechter gleichermaßen in die Konzeptgestaltung einbezogen werden sollen.
Mir kommt vor, dass das oft vermischt oder versucht wird, das eine für das andere einzuspannen."	online	ArgumentsUsed							SentimentNeutral		"Realitätsverlust? Ja, ich versteh schon, dass unsachliche Argumente nerven, aber dieses ""Jetzt ist aber dann wirklich mal genug."" ist auch nicht besonders diskussionsfördernd.
Die zitierte OECD-Studie hat u.a ergeben, dass ""die Lebenszufriedenheit von Männern und Frauen in Österreich … im internationalen Vergleich hoch"" ist, ""Frauen sind ein wenig zufriedener als Männer."" Das nur am Rande, aber ich will es nicht unbeachtet lassen.
Wikipedia sagt: Gender Mainstreaming unterscheidet sich von expliziter Frauenpolitik dadurch, dass beide Geschlechter gleichermaßen in die Konzeptgestaltung einbezogen werden sollen.
Mir kommt vor, dass das oft vermischt oder versucht wird, das eine für das andere einzuspannen."	online ArgumentsUsed       SentimentNeutral 
124524		"Man kann natürlich immer gegen alle Fakten schreiben, aber vielleicht lesen Sie einmal die Zeitverwendungsstudien der Statistik Austria und die Lohnerhebungen, man vergleicht natürlich nicht Äpfel mit Birnen, sondern Personen in den gleichen Berufsfeldern.
Es ist ein Faktum, dass Frauen sich um Kinder, Kranke, Alte kümmern - und zwar in viel größerem Ausmaß als Männer. In Paarbeziehungen wird die Hausarbeit annähernd gleich verteilt solange kein Kind zu versorgen ist, nach der Geburt des ersten Kindes läuft es wieder sehr traditionell ab und von geteilter Verantwortung für die Hausarbeit keine Spur mehr.
Wieso kriegt ein Posting, das alle statistischen Erhebungen ignoriert, so viel Grün? Die aufgestaute Wut der jüngen Männer?"	online								SentimentNeutral		" Man kann natürlich immer gegen alle Fakten schreiben, aber vielleicht lesen Sie einmal die Zeitverwendungsstudien der Statistik Austria und die Lohnerhebungen, man vergleicht natürlich nicht Äpfel mit Birnen, sondern Personen in den gleichen Berufsfeldern.
Es ist ein Faktum, dass Frauen sich um Kinder, Kranke, Alte kümmern - und zwar in viel größerem Ausmaß als Männer. In Paarbeziehungen wird die Hausarbeit annähernd gleich verteilt solange kein Kind zu versorgen ist, nach der Geburt des ersten Kindes läuft es wieder sehr traditionell ab und von geteilter Verantwortung für die Hausarbeit keine Spur mehr.
Wieso kriegt ein Posting, das alle statistischen Erhebungen ignoriert, so viel Grün? Die aufgestaute Wut der jüngen Männer?"	online        SentimentNeutral 
124523		Sie sollten die Verhütung vielleicht selbst übernehmen, so einfach ist das.	online	ArgumentsUsed							SentimentNeutral		 Sie sollten die Verhütung vielleicht selbst übernehmen, so einfach ist das.	online ArgumentsUsed       SentimentNeutral 
124522		Die Autorin hat sichen in vielen Punkten recht. Gerade deshalb wäre es doch endlich an der Zeit, seine Energien nicht Nebenschauplätzen (Binnen-I, Hymne, etc.) zu vergeuden und stattdessen wirklich einmal konzentriert die Großbaustellen anzugehen (Lohn, gesellschaftliche Relevanz)!	online	ArgumentsUsed							SentimentNeutral		 Die Autorin hat sichen in vielen Punkten recht. Gerade deshalb wäre es doch endlich an der Zeit, seine Energien nicht Nebenschauplätzen (Binnen-I, Hymne, etc.) zu vergeuden und stattdessen wirklich einmal konzentriert die Großbaustellen anzugehen (Lohn, gesellschaftliche Relevanz)!	online ArgumentsUsed       SentimentNeutral 
124521	Wenigstens ist nach dem Tod von Thomas Bernhard die Existenz der Erregungskünstler	"gewahrt. 

Ich finde Gleichberechtigung essentiell und in den letzten Jahrzehnten ist viel passiert. In manchen Bereichen, in denen sich unsere westliche Welt für beinahe schon Göttlich hält, kehrt wieder Dekadenz ein. Hochmut kommt da auch vor dem Fall.

Ich ärgere mich als Angewandter über die TheoretikerInnen an den Unis. Die sitzen in ihren Elfenbeintürmen und richten arrogant über Andere. Das leben sie in einem geschützten Bereich und nicht einmal zum BIP bei.

Ins Stammbuch geschrieben (by Kurt Tucholsky):

""Hausverstand kann Bildung ersetzen, Bildung aber nicht Hausverstand"""	online								SentimentNeutral		"Wenigstens ist nach dem Tod von Thomas Bernhard die Existenz der Erregungskünstler gewahrt. 

Ich finde Gleichberechtigung essentiell und in den letzten Jahrzehnten ist viel passiert. In manchen Bereichen, in denen sich unsere westliche Welt für beinahe schon Göttlich hält, kehrt wieder Dekadenz ein. Hochmut kommt da auch vor dem Fall.

Ich ärgere mich als Angewandter über die TheoretikerInnen an den Unis. Die sitzen in ihren Elfenbeintürmen und richten arrogant über Andere. Das leben sie in einem geschützten Bereich und nicht einmal zum BIP bei.

Ins Stammbuch geschrieben (by Kurt Tucholsky):

""Hausverstand kann Bildung ersetzen, Bildung aber nicht Hausverstand"""	online        SentimentNeutral 
124520	wer will,	der kann, erlebe ich immer wieder, also, ar...backen zusammenkneifen! Don't cry, work!	deleted							SentimentNegative			wer will, der kann, erlebe ich immer wieder, also, ar...backen zusammenkneifen! Don't cry, work!	deleted       SentimentNegative  
124519	Nun, sie werden schwanger...	... ich bin dafür, man sollte die Evolution verklagen.	deleted								SentimentNeutral		Nun, sie werden schwanger... ... ich bin dafür, man sollte die Evolution verklagen.	deleted        SentimentNeutral 
124518		Interessante Einleitung. Aber wo ist der zugehörige Artikel?	deleted	ArgumentsUsed							SentimentNeutral		 Interessante Einleitung. Aber wo ist der zugehörige Artikel?	deleted ArgumentsUsed       SentimentNeutral 
